Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4020332650,4/22/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,4/25/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,4/28/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,5/9/2016,4556,3.2699999809,3.2699999809,0.0,0.200000003,0.1199999973,2.9400000572,0.0,3,5,173,1225,2785
4020332650,5/11/2016,3689,2.6500000954,2.6500000954,0.0,0.1099999994,0.1700000018,2.3299999237,0.0,2,8,134,1296,2645
4057192912,4/15/2016,3984,2.9500000477,2.9500000477,0.0,0.2099999934,0.2599999905,2.4400000572,0.0,3,6,88,873,1527
4319703577,4/21/2016,3702,2.4800000191,2.4800000191,0.0,0.0,0.0,0.349999994,0.0,0,0,34,1265,1792
4319703577,5/2/2016,9261,6.2399997711,6.2399997711,0.0,0.0,0.4399999976,5.7100000381,0.0,0,11,344,585,2270
4388161847,5/1/2016,10255,7.8899998665,7.8899998665,0.0,1.0099999905,0.6800000072,6.1999998093,0.0,12,15,241,579,2926
4445114986,4/15/2016,7198,4.8299999237,4.8299999237,0.0,0.0,0.0,4.8299999237,0.0,0,0,350,711,2496
4445114986,4/19/2016,2064,1.3899999857,1.3899999857,0.0,0.0,0.0,1.3899999857,0.0,0,0,121,895,1954
4445114986,4/25/2016,3385,2.2699999809,2.2699999809,0.0,0.0,0.0,2.2699999809,0.0,0,0,179,916,2070
4445114986,5/8/2016,7303,4.9000000954,4.9000000954,0.0,0.0,0.25,4.6500000954,0.0,0,8,308,733,2423
4558609924,4/14/2016,6799,4.4899997711,4.4899997711,0.0,0.0,0.0,4.4899997711,0.0,0,0,279,1161,1922
4558609924,4/19/2016,5401,3.5699999332,3.5699999332,0.0,0.0500000007,0.3600000143,3.1600000858,0.0,1,9,248,1182,1876
4558609924,4/22/2016,9601,6.3499999046,6.3499999046,0.0,1.3700000048,1.5,3.4700000286,0.0,20,25,273,1122,2094
4558609924,4/26/2016,9148,6.0500001907,6.0500001907,0.0,0.4300000072,2.0299999714,3.5899999142,0.0,12,41,283,1062,2223
4558609924,5/2/2016,7891,5.2199997902,5.2199997902,0.0,0.0,0.0,5.2199997902,0.0,0,0,383,1057,2066
1503960366,5/3/2016,15103,9.6599998474,9.6599998474,0.0,3.7300000191,1.0499999523,4.8800001144,0.0,50,24,254,816,1990
1503960366,5/4/2016,11100,7.1500000954,7.1500000954,0.0,2.4600000381,0.8700000048,3.8199999332,0.0,36,22,203,1179,1819
1503960366,5/10/2016,12207,7.7699999809,7.7699999809,0.0,3.3499999046,1.1599999666,3.2599999905,0.0,46,31,214,746,1859
1624580081,4/16/2016,5370,3.4900000095,3.4900000095,0.0,0.0,0.0,3.4900000095,0.0,0,0,176,1264,1463
1624580081,4/24/2016,6076,3.9500000477,3.9500000477,0.0,1.1499999762,0.9100000262,1.8899999857,0.0,16,18,185,1221,1617
1624580081,4/27/2016,8367,5.4400000572,5.4400000572,0.0,1.1100000143,1.8700000048,2.4600000381,0.0,17,36,154,1233,1670
1644430081,4/27/2016,3032,2.2000000477,2.2000000477,0.0,0.0,0.0,2.2000000477,0.0,0,0,118,1322,2489
1644430081,4/29/2016,3176,2.3099999428,2.3099999428,0.0,0.0,0.0,2.3099999428,0.0,0,0,120,1193,2498
1644430081,5/3/2016,12850,9.3400001526,9.3400001526,0.0,0.7200000286,4.0900001526,4.5399999619,0.0,10,94,221,1115,3324
1644430081,5/4/2016,2309,1.6799999475,1.6799999475,0.0,0.0,0.0,1.6599999666,0.0199999996,0,0,52,1388,2222
1644430081,5/5/2016,4363,3.1900000572,3.1900000572,0.0,0.5199999809,0.5400000215,2.1300001144,0.0099999998,6,12,81,1341,2463
1644430081,5/11/2016,1329,0.9700000286,0.9700000286,0.0,0.0,0.0,0.9499999881,0.0099999998,0,0,49,713,1276
1844505072,4/14/2016,7937,5.25,5.25,0.0,0.0,0.0,5.2300000191,0.0,0,0,373,843,2130
1844505072,4/16/2016,3414,2.2599999905,2.2599999905,0.0,0.0,0.0,2.2599999905,0.0,0,0,147,1293,1657
1844505072,5/2/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348
1844505072,5/3/2016,4059,2.6800000668,2.6800000668,0.0,0.0,0.0,2.6800000668,0.0,0,0,184,1256,1742
1844505072,5/11/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1927972279,4/13/2016,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151
1927972279,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,5/5/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
2022484408,4/12/2016,11875,8.3400001526,8.3400001526,0.0,3.3099999428,0.7699999809,4.2600002289,0.0,42,14,227,1157,2390
2022484408,4/20/2016,15112,10.6700000763,10.6700000763,0.0,3.3399999142,1.9299999475,5.4000000954,0.0,48,63,276,1053,2897
2022484408,4/22/2016,12954,9.3299999237,9.3299999237,0.0,4.4299998283,0.4199999869,4.4699997902,0.0,52,10,273,1105,2638
2022484408,5/2/2016,10379,7.2899999619,7.2899999619,0.0,2.6099998951,0.3400000036,4.3299999237,0.0,36,8,277,1119,2473
2022484408,5/4/2016,11768,8.2899999619,8.2899999619,0.0,2.5099999905,0.9300000072,4.8499999046,0.0,36,27,272,1105,2649
2022484408,5/9/2016,13379,9.3900003433,9.3900003433,0.0,2.1199998856,1.6299999952,5.6399998665,0.0,35,47,297,1061,2709
2026352035,4/14/2016,3335,2.0699999332,2.0699999332,0.0,0.0,0.0,2.0499999523,0.0,0,0,197,653,1431
2026352035,4/16/2016,2547,1.5800000429,1.5800000429,0.0,0.0,0.0,1.5800000429,0.0,0,0,150,728,1373
2026352035,4/26/2016,5933,3.6800000668,3.6800000668,0.0,0.0,0.0,3.6800000668,0.0,0,0,288,1018,1595
2026352035,4/29/2016,7604,4.7100000381,4.7100000381,0.0,0.0,0.0,4.7100000381,0.0,0,0,352,492,1692
2320127002,4/26/2016,3409,2.2999999523,2.2999999523,0.0,0.0,0.0,2.2999999523,0.0,0,0,147,1293,1632
2320127002,4/27/2016,1715,1.1599999666,1.1599999666,0.0,0.0,0.0,1.1599999666,0.0,0,0,82,1358,1481
2320127002,4/29/2016,924,0.6200000048,0.6200000048,0.0,0.0,0.0,0.6200000048,0.0,0,0,45,1395,1410
2320127002,5/1/2016,772,0.5199999809,0.5199999809,0.0,0.0,0.0,0.5199999809,0.0,0,0,40,1400,1403
2320127002,5/5/2016,5202,3.5099999905,3.5099999905,0.0,0.0,0.3899999857,3.1099998951,0.0,0,11,223,1206,1780
2320127002,5/7/2016,7379,4.9699997902,4.9699997902,0.0,0.0,0.0,4.9699997902,0.0,0,0,319,1121,1972
2320127002,5/8/2016,5161,3.4800000191,3.4800000191,0.0,0.0,0.0,3.4700000286,0.0,0,0,247,1193,1821
2347167796,4/17/2016,5472,3.6199998856,3.6199998856,0.0,0.0799999982,0.2800000012,3.2599999905,0.0,1,7,249,508,1882
2347167796,4/21/2016,10080,6.75,6.75,0.0,1.8500000238,1.5299999714,3.3800001144,0.0,23,26,208,761,2048
2347167796,4/24/2016,9471,6.2600002289,6.2600002289,0.0,0.0,0.0,6.2600002289,0.0,0,0,360,584,2187
2873212765,4/27/2016,3516,2.3599998951,2.3599998951,0.0,0.0,0.0,2.3599998951,0.0,46,0,197,1197,1966
3372868164,4/16/2016,6905,4.7300000191,4.7300000191,0.0,0.0,0.0,4.6999998093,0.0299999993,0,0,356,1084,1908
3372868164,4/17/2016,8199,5.8800001144,5.8800001144,0.0,1.4099999666,0.1000000015,4.3600001335,0.0099999998,11,2,322,1105,1964
3372868164,4/18/2016,6798,4.6399998665,4.6399998665,0.0,1.0800000429,0.200000003,3.3499999046,0.0,20,7,343,1070,2014
3372868164,4/25/2016,5995,4.0900001526,4.0900001526,0.0,0.0,0.0,4.0900001526,0.0,0,0,416,1024,2010
3977333714,4/22/2016,8911,5.9600000381,5.9600000381,0.0,2.3299999237,0.5799999833,3.0599999428,0.0,33,12,188,731,1481
3977333714,4/23/2016,12058,8.0699996948,8.0699996948,0.0,0.0,4.2199997902,3.8499999046,0.0,0,92,252,724,1638
3977333714,4/28/2016,7114,4.8800001144,4.8800001144,0.0,1.3700000048,0.2899999917,3.2200000286,0.0,15,8,190,804,1407
3977333714,5/7/2016,11550,7.7300000191,7.7300000191,0.0,0.0,4.1300001144,3.5899999142,0.0,0,86,208,703,1574
4020332650,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,5/2/2016,475,0.3400000036,0.3400000036,0.0,0.0,0.0399999991,0.2899999917,0.0,0,11,31,1350,2207
4020332650,5/3/2016,4496,3.2200000286,3.2200000286,0.0,0.0,0.0,3.1500000954,0.0500000007,0,0,174,950,2828
4319703577,4/22/2016,4500,3.0199999809,3.0199999809,0.0,0.0599999987,0.8100000024,2.1500000954,0.0,1,19,176,709,1886
4319703577,4/24/2016,4081,2.7400000095,2.7400000095,0.0,0.0599999987,0.200000003,2.4700000286,0.0,1,5,191,692,1880
4319703577,4/29/2016,7990,5.3600001335,5.3600001335,0.0,0.4499999881,0.7900000215,4.1199998856,0.0,6,18,289,624,2175
4319703577,4/30/2016,8221,5.5199999809,5.5199999809,0.0,0.400000006,1.6100000143,3.5099999905,0.0,6,38,196,695,2092
4319703577,5/3/2016,9648,6.4699997902,6.4699997902,0.0,0.5799999833,1.0700000525,4.8299999237,0.0,8,26,287,669,2235
4319703577,5/10/2016,9487,6.3699998856,6.3699998856,0.0,0.2099999934,0.4600000083,5.6999998093,0.0,3,12,329,555,2260
4388161847,4/16/2016,6580,5.0599999428,5.0599999428,0.0,0.2099999934,0.400000006,4.4499998093,0.0,6,9,253,609,3073
4445114986,4/17/2016,2268,1.5199999809,1.5199999809,0.0,0.0,0.0,1.5199999809,0.0,0,0,114,1219,1933
4445114986,4/24/2016,5002,3.3599998951,3.3599998951,0.0,0.0,0.0,3.3599998951,0.0,0,0,244,1196,2247
4445114986,4/28/2016,4493,3.0099999905,3.0099999905,0.0,0.0,0.0,3.0099999905,0.0,0,0,236,762,2203
4445114986,5/1/2016,5232,3.5099999905,3.5099999905,0.0,0.0,0.0,3.5099999905,0.0,0,0,240,741,2246
4445114986,5/2/2016,6910,4.75,4.75,0.0,2.2100000381,0.1899999976,2.3499999046,0.0,27,4,200,667,2336
1503960366,4/13/2016,10735,6.9699997902,6.9699997902,0.0,1.5700000525,0.6899999976,4.7100000381,0.0,21,19,217,776,1797
1503960366,4/15/2016,9762,6.2800002098,6.2800002098,0.0,2.1400001049,1.2599999905,2.8299999237,0.0,29,34,209,726,1745
1503960366,4/17/2016,9705,6.4800000191,6.4800000191,0.0,3.1900000572,0.7799999714,2.5099999905,0.0,38,20,164,539,1728
1503960366,4/19/2016,15506,9.8800001144,9.8800001144,0.0,3.5299999714,1.3200000525,5.0300002098,0.0,50,31,264,775,2035
1503960366,5/5/2016,14070,8.8999996185,8.8999996185,0.0,2.9200000763,1.0800000429,4.8800001144,0.0,45,24,250,857,1959
1624580081,4/13/2016,7007,4.5500001907,4.5500001907,0.0,0.0,0.0,4.5500001907,0.0,0,0,148,1292,1411
1624580081,4/15/2016,1510,0.9800000191,0.9800000191,0.0,0.0,0.0,0.9700000286,0.0,0,0,96,1344,1344
1624580081,4/19/2016,2916,1.8999999762,1.8999999762,0.0,0.0,0.0,1.8999999762,0.0,0,0,141,1299,1435
1624580081,4/23/2016,8538,5.5500001907,5.5500001907,0.0,0.0,0.0,5.5399999619,0.0099999998,0,0,227,1213,1562
1624580081,5/3/2016,2100,1.3700000048,1.3700000048,0.0,0.0,0.0,1.3400000334,0.0199999996,0,0,96,1344,1334
1624580081,5/8/2016,3427,2.2300000191,2.2300000191,0.0,0.0,0.0,2.2200000286,0.0,0,0,152,1288,1427
1644430081,4/18/2016,7132,5.1900000572,5.1900000572,0.0,1.0700000525,1.6699999571,2.4500000477,0.0,15,33,121,1271,2806
1844505072,4/23/2016,3570,2.3599998951,2.3599998951,0.0,0.0,0.0,2.3599998951,0.0,0,0,139,1301,1645
1844505072,4/24/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,4/28/2016,6907,4.5700001717,4.5700001717,0.0,0.0,0.0,4.5599999428,0.0,0,0,302,1138,1992
1844505072,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1927972279,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,4/23/2016,2945,2.0399999619,2.0399999619,0.0,0.0,0.0,2.0399999619,0.0,0,0,145,1295,2499
1927972279,4/24/2016,2090,1.4500000477,1.4500000477,0.0,0.0700000003,0.2399999946,1.1399999857,0.0,1,6,75,1358,2324
1927972279,5/9/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
2022484408,4/27/2016,10159,7.1300001144,7.1300001144,0.0,1.0399999619,0.9700000286,5.1199998856,0.0,19,20,282,1119,2463
2026352035,4/21/2016,2467,1.5299999714,1.5299999714,0.0,0.0,0.0,1.5299999714,0.0,0,0,153,749,1370
2026352035,5/3/2016,5992,3.7200000286,3.7200000286,0.0,0.0,0.0,3.7200000286,0.0,0,0,304,981,1604
2320127002,4/14/2016,3973,2.6800000668,2.6800000668,0.0,0.0,0.0,2.6800000668,0.0,0,0,191,1249,1696
2320127002,4/15/2016,5205,3.5099999905,3.5099999905,0.0,0.0,0.0,3.5099999905,0.0,0,0,245,1195,1801
2320127002,4/19/2016,5997,4.0399999619,4.0399999619,0.0,0.0,0.3799999952,3.6600000858,0.0,0,11,228,1201,1811
2320127002,4/28/2016,1532,1.0299999714,1.0299999714,0.0,0.0,0.0,1.0299999714,0.0,0,0,76,1364,1473
2320127002,5/10/2016,6227,4.1999998093,4.1999998093,0.0,0.0,0.0,4.1999998093,0.0,0,0,290,1150,1899
2347167796,4/12/2016,10113,6.8299999237,6.8299999237,0.0,2.0,0.6200000048,4.1999998093,0.0,28,13,320,964,2344
2347167796,4/15/2016,10465,6.9200000763,6.9200000763,0.0,0.0700000003,1.4199999571,5.4299998283,0.0,1,24,284,720,2133
2347167796,4/16/2016,22244,15.0799999237,15.0799999237,0.0,5.4499998093,4.0999999046,5.5300002098,0.0,66,72,268,968,2670
2347167796,4/18/2016,8247,5.4499998093,5.4499998093,0.0,0.7900000215,0.8600000143,3.7899999619,0.0,11,16,206,678,1944
2873212765,4/14/2016,7910,5.3200001717,5.3200001717,0.0,0.0,0.0,5.3200001717,0.0,0,0,331,1109,1893
2873212765,4/29/2016,7365,4.9499998093,4.9499998093,0.0,1.3600000143,1.4099999666,2.1800000668,0.0,20,23,206,1191,1780
2873212765,4/30/2016,8452,5.6799998283,5.6799998283,0.0,0.3300000131,1.0800000429,4.2600002289,0.0099999998,5,20,248,1167,1830
2873212765,5/12/2016,7566,5.1100001335,5.1100001335,0.0,0.0,0.0,5.1100001335,0.0,0,0,268,720,1431
3372868164,4/22/2016,3843,2.6199998856,2.6199998856,0.0,0.0,0.0,2.6099998951,0.0099999998,0,0,206,1234,1669
3372868164,4/24/2016,6731,4.5900001526,4.5900001526,0.0,0.8899999857,0.1899999976,3.4900000095,0.0199999996,14,7,292,1127,1921
3372868164,4/28/2016,5512,3.7599999905,3.7599999905,0.0,0.0,0.0,3.7599999905,0.0,0,0,385,1055,1972
3977333714,4/20/2016,11658,7.8299999237,7.8299999237,0.0,0.200000003,4.3499999046,3.2799999714,0.0,2,98,164,845,1554
3977333714,4/26/2016,11388,7.6199998856,7.6199998856,0.0,0.4499999881,4.2199997902,2.9500000477,0.0,7,95,170,797,1551
4020332650,4/13/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1981
4319703577,4/12/2016,7753,5.1999998093,5.1999998093,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2115
4319703577,4/16/2016,4744,3.1800000668,3.1800000668,0.0,0.0,0.0,3.1800000668,0.0,0,0,194,724,1884
4319703577,4/25/2016,9259,6.2100000381,6.2100000381,0.0,0.0,0.2800000012,5.9299998283,0.0,0,8,390,544,2314
4319703577,4/27/2016,10780,7.2300000191,7.2300000191,0.0,0.4099999964,1.9199999571,4.9099998474,0.0,6,47,300,680,2324
4319703577,5/1/2016,1251,0.8399999738,0.8399999738,0.0,0.0,0.0,0.8399999738,0.0,0,0,67,836,1593
4388161847,4/17/2016,4660,3.5799999237,3.5799999237,0.0,0.0,0.0,3.5799999237,0.0,0,0,201,721,2572
4388161847,4/25/2016,12961,9.970000267,9.970000267,0.0,0.7300000191,1.3999999762,7.8400001526,0.0,11,31,301,1054,3288
4388161847,5/4/2016,12375,9.5200004578,9.5200004578,0.0,2.7899999619,0.9300000072,5.8000001907,0.0,35,21,251,632,3162
4388161847,5/7/2016,22770,17.5400009155,17.5400009155,0.0,9.4499998093,2.7699999809,5.3299999237,0.0,120,56,260,508,4022
4445114986,4/12/2016,3276,2.2000000477,2.2000000477,0.0,0.0,0.0,2.2000000477,0.0,0,0,196,787,2113
4445114986,4/13/2016,2961,1.9900000095,1.9900000095,0.0,0.0,0.0,1.9900000095,0.0,0,0,194,840,2095
4445114986,4/29/2016,4676,3.1400001049,3.1400001049,0.0,0.0,0.0,3.1300001144,0.0,0,0,226,1106,2196
4558609924,5/1/2016,3428,2.2699999809,2.2699999809,0.0,0.0,0.0,2.2699999809,0.0,0,0,190,1121,1692
4558609924,5/6/2016,3755,2.4800000191,2.4800000191,0.0,0.0,0.0,2.4800000191,0.0,0,0,202,1238,1722
1503960366,4/14/2016,10460,6.7399997711,6.7399997711,0.0,2.4400000572,0.400000006,3.9100000858,0.0,30,11,181,1218,1776
1503960366,4/24/2016,10039,6.4099998474,6.4099998474,0.0,2.9200000763,0.2099999934,3.2799999714,0.0,39,5,238,709,1788
1503960366,4/29/2016,11181,7.1500000954,7.1500000954,0.0,1.0599999428,0.5,5.5799999237,0.0,16,12,243,815,1837
1503960366,5/6/2016,12159,8.029999733,8.029999733,0.0,1.9700000286,0.25,5.8099999428,0.0,24,6,289,754,1896
1503960366,5/8/2016,10060,6.5799999237,6.5799999237,0.0,3.5299999714,0.3199999928,2.7300000191,0.0,44,8,203,574,1740
1624580081,4/12/2016,8163,5.3099999428,5.3099999428,0.0,0.0,0.0,5.3099999428,0.0,0,0,146,1294,1432
1624580081,4/25/2016,6497,4.2199997902,4.2199997902,0.0,0.0,0.0,4.1999998093,0.0199999996,0,0,202,1238,1492
1624580081,4/28/2016,2759,1.7899999619,1.7899999619,0.0,0.0,0.200000003,1.6000000238,0.0,0,5,115,1320,1401
1644430081,4/13/2016,8001,5.8200001717,5.8200001717,0.0,2.2799999714,0.8999999762,2.6400001049,0.0,30,16,135,1259,2902
1644430081,4/30/2016,18213,13.2399997711,13.2399997711,0.0,0.6299999952,3.1400001049,9.4600000381,0.0,9,71,402,816,3846
1644430081,5/1/2016,6132,4.4600000381,4.4600000381,0.0,0.2399999946,0.9900000095,3.2300000191,0.0,3,24,146,908,2696
1644430081,5/2/2016,3758,2.7300000191,2.7300000191,0.0,0.0700000003,0.3100000024,2.3499999046,0.0,1,7,148,682,2580
1644430081,5/6/2016,9787,7.1199998856,7.1199998856,0.0,0.8199999928,0.2700000107,6.0100002289,0.0199999996,11,6,369,1054,3328
1844505072,5/4/2016,2080,1.3700000048,1.3700000048,0.0,0.0,0.0,1.3700000048,0.0,0,0,87,1353,1549
1844505072,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1927972279,4/15/2016,980,0.6800000072,0.6800000072,0.0,0.0,0.0,0.6800000072,0.0,0,0,51,941,2221
1927972279,5/6/2016,2091,1.4500000477,1.4500000477,0.0,0.0,0.0,1.4500000477,0.0,0,0,108,1332,2383
1927972279,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
2022484408,4/23/2016,6001,4.2100000381,4.2100000381,0.0,0.0,0.0,4.2100000381,0.0,0,0,249,1191,2069
2022484408,4/25/2016,11369,8.0100002289,8.0100002289,0.0,3.3299999237,0.2199999988,4.4600000381,0.0,44,8,217,1171,2470
2022484408,4/26/2016,10119,7.1900000572,7.1900000572,0.0,1.4299999475,0.6600000262,5.1100001335,0.0,55,24,275,1086,2793
2022484408,4/28/2016,10140,7.1199998856,7.1199998856,0.0,0.4099999964,1.3300000429,5.3899998665,0.0,6,20,291,1123,2296
2022484408,5/10/2016,12798,8.9799995422,8.9799995422,0.0,2.2200000286,1.2100000381,5.5599999428,0.0,57,28,271,1084,2797
2026352035,4/20/2016,7222,4.4800000191,4.4800000191,0.0,0.0,0.0,4.4800000191,0.0,0,0,327,623,1667
2026352035,4/22/2016,2915,1.8099999428,1.8099999428,0.0,0.0,0.0,1.8099999428,0.0,0,0,162,712,1399
2026352035,5/1/2016,3609,2.2799999714,2.2799999714,0.0,0.0,0.0,2.2799999714,0.0,0,0,191,716,1447
2026352035,5/5/2016,12167,7.5399999619,7.5399999619,0.0,0.0,0.0,7.5399999619,0.0,0,0,475,479,1926
2026352035,5/7/2016,4193,2.5999999046,2.5999999046,0.0,0.0,0.0,2.5999999046,0.0,0,0,229,665,1491
2026352035,5/8/2016,5528,3.4500000477,3.4500000477,0.0,0.0,0.0,3.4500000477,0.0,0,0,258,610,1555
2026352035,5/11/2016,8580,5.3200001717,5.3200001717,0.0,0.0,0.0,5.3200001717,0.0,0,0,330,569,1698
2320127002,4/16/2016,5057,3.4100000858,3.4100000858,0.0,0.0,0.0,3.4000000954,0.0,0,0,195,1245,1724
2320127002,4/30/2016,4571,3.0799999237,3.0799999237,0.0,0.0,0.0,3.0699999332,0.0,0,0,234,1206,1779
2320127002,5/2/2016,3634,2.4500000477,2.4500000477,0.0,0.3600000143,0.2099999934,1.8799999952,0.0,5,6,123,1306,1613
2320127002,5/3/2016,7443,5.0199999809,5.0199999809,0.0,1.4900000095,0.3700000048,3.1600000858,0.0,20,10,206,1204,1878
2320127002,5/9/2016,3090,2.0799999237,2.0799999237,0.0,0.0,0.0,2.0799999237,0.0,0,0,145,1295,1630
2347167796,4/23/2016,16901,11.3699998856,11.3699998856,0.0,2.7799999714,1.4500000477,7.1500000954,0.0,32,35,360,591,2629
2347167796,4/29/2016,42,0.0299999993,0.0299999993,0.0,0.0,0.0,0.0299999993,0.0,0,0,4,2,403
2873212765,4/16/2016,9685,6.6500000954,6.6500000954,0.0,3.1099998951,0.0199999996,3.5099999905,0.0099999998,47,1,305,1087,2148
2873212765,5/5/2016,8314,5.6100001335,5.6100001335,0.0,0.7799999714,0.8000000119,4.0300002098,0.0,13,23,311,1093,1971
